x_val,y_added,y_removed,y_combined
0,886,534,1178
1,166,134,194
2,122,73,132
3,89,66,94
4,57,52,58
5,54,45,52
6,31,39,28
7,14,24,14
8,14,13,13
9,11,15,12
12,8,8,4
13,4,6,5
14,5,5,4
10,3,6,4
11,5,4,3
16,1,4,2
20,2,3,2
15,2,2,1
26,2,1,2
22,1,2,1
24,2,1,1
39,2,1,1
18,1,1,1
23,0,3,0
25,1,2,0
32,1,0,1
34,0,1,1
17,0,1,0
19,0,1,0
37,0,1,0
57,0,1,0
