x_val,y_added,y_removed,y_combined
4,2,0,2
1,1,0,1
38,1,0,1
8,1,0,1
9,1,0,1
10,1,0,1
44,1,0,1
13,1,0,1
269,1,0,1
142,1,0,1
47,1,0,1
87,1,0,1
89,0,1,1
58,1,0,1
62,1,0,1
94,0,1,1
357,0,1,0
106,0,1,0
